baseline,wave_id,time,operator_id,state_id,region_id,policy_before,policy_after,dynamic_hotness_before,dynamic_hotness_after,materialization_bytes,movement_byte_hop,cache_hit,dynamic_hot_state_probability,state_policy
WaferStateFlow,6,31.840075188959997,O_risk_12,S_risk_policy,R_16_16,replicate,replicate,1394.8270040148068,1382.6375526096244,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_12,S_market_context,R_16_16,replicate,replicate,1331.3665166650817,1341.388235832303,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_12,S_trade_12,R_16_16,inline,inline,318.955,362.02075,1040,532480,False,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_13,S_task,R_0_16,replicate,replicate,1341.388235832303,1347.9023532909969,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_13,S_risk_policy,R_0_16,replicate,replicate,1382.6375526096244,1374.714409196256,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_13,S_market_context,R_0_16,replicate,replicate,1341.388235832303,1347.9023532909969,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_13,S_trade_13,R_0_16,inline,inline,316.50149999999996,359.23597499999994,1032,4755456,False,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_14,S_task,R_16_0,replicate,replicate,1347.9023532909969,1352.136529639148,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_14,S_risk_policy,R_16_0,replicate,replicate,1374.714409196256,1369.5643659775662,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_14,S_market_context,R_16_0,replicate,replicate,1347.9023532909969,1352.136529639148,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_14,S_trade_14,R_16_0,inline,inline,224.49525,254.80691249999995,732,2623488,False,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_15,S_task,R_31_16,replicate,replicate,1352.136529639148,1354.8887442654461,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_15,S_risk_policy,R_31_16,replicate,replicate,1369.5643659775662,1366.216837885418,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_15,S_market_context,R_31_16,replicate,replicate,1352.136529639148,1354.8887442654461,0,0,True,0.0,dynamic
WaferStateFlow,6,31.840075188959997,O_risk_15,S_trade_15,R_31_16,inline,inline,322.6352499999999,366.1979124999999,1052,4578304,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_2,S_task,R_0_0,replicate,replicate,1354.8887442654461,1356.67768377254,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_2,S_risk_policy,R_0_0,replicate,replicate,1366.216837885418,1364.0409446255217,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_2,S_market_context,R_0_0,replicate,replicate,1354.8887442654461,1356.67768377254,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_2,S_trade_2,R_0_0,inline,inline,272.33849999999995,309.11002499999995,888,6819840,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_3,S_task,R_0_31,replicate,replicate,1356.67768377254,1357.840494452151,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_3,S_risk_policy,R_0_31,replicate,replicate,1364.0409446255217,1362.626614006589,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_3,S_market_context,R_0_31,replicate,replicate,1356.67768377254,1357.840494452151,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_3,S_trade_3,R_0_31,inline,inline,321.4085,364.805525,1048,8853504,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_4,S_task,R_31_0,replicate,replicate,1357.840494452151,1358.596321393898,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_4,S_risk_policy,R_31_0,replicate,replicate,1362.626614006589,1361.7072991042828,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_4,S_market_context,R_31_0,replicate,replicate,1357.840494452151,1358.596321393898,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_4,S_trade_4,R_31_0,inline,inline,306.6875,348.096875,1000,7424000,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_5,S_task,R_31_31,replicate,replicate,1358.596321393898,1359.0876089060337,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_5,S_risk_policy,R_31_31,replicate,replicate,1361.7072991042828,1361.1097444177838,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_5,S_market_context,R_31_31,replicate,replicate,1358.596321393898,1359.0876089060337,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_5,S_trade_5,R_31_31,inline,inline,291.96649999999994,331.3882249999999,952,7798784,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_6,S_task,R_16_16,replicate,replicate,1359.0876089060337,1359.4069457889218,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_6,S_risk_policy,R_16_16,replicate,replicate,1361.1097444177838,1360.7213338715594,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_6,S_market_context,R_16_16,replicate,replicate,1359.0876089060337,1359.4069457889218,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_6,S_trade_6,R_16_16,inline,inline,261.29774999999995,296.5785374999999,852,436224,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_7,S_task,R_0_16,replicate,replicate,1359.4069457889218,1359.6145147627992,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_7,S_risk_policy,R_0_16,replicate,replicate,1360.7213338715594,1360.4688670165135,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_7,S_market_context,R_0_16,replicate,replicate,1359.4069457889218,1359.6145147627992,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_7,S_trade_7,R_0_16,inline,inline,300.55375,341.1349375,980,4515840,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_8,S_task,R_16_0,replicate,replicate,1359.6145147627992,1359.7494345958194,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_8,S_risk_policy,R_16_0,replicate,replicate,1360.4688670165135,1360.3047635607338,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_8,S_market_context,R_16_0,replicate,replicate,1359.6145147627992,1359.7494345958194,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_8,S_trade_8,R_16_0,inline,inline,230.62899999999996,261.76884999999993,752,2695168,False,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_9,S_task,R_31_16,replicate,replicate,1359.7494345958194,1359.8371324872826,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_9,S_risk_policy,R_31_16,replicate,replicate,1360.3047635607338,1360.198096314477,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_9,S_market_context,R_31_16,replicate,replicate,1359.7494345958194,1359.8371324872826,0,0,True,0.0,dynamic
WaferStateFlow,7,37.21608505328,O_risk_9,S_trade_9,R_31_16,inline,inline,352.07724999999994,399.6152125,1148,4996096,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_task,R_0_0,replicate,replicate,1359.8371324872826,1555.8941361167338,0,0,True,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_market_context,R_0_0,replicate,replicate,1359.8371324872826,1555.8941361167338,0,0,True,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_policy,R_0_0,replicate,replicate,1360.198096314477,1556.12876260441,0,0,True,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_0,R_0_0,inline,inline,343.91971249999995,431.02781312499997,988,7587840,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_0,R_0_0,inline,inline,176.39999999999998,291.05999999999995,840,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_1,R_0_0,inline,inline,346.7044875,434.517916875,996,7649280,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_1,R_0_0,inline,inline,264.59999999999997,436.5899999999999,1260,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_2,R_0_0,inline,inline,309.11002499999995,387.40151624999993,888,6819840,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_2,R_0_0,inline,inline,178.07999999999998,293.832,848,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_3,R_0_0,inline,inline,364.805525,457.20359125,1048,8048640,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_3,R_0_0,inline,inline,179.76,296.604,856,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_4,R_0_0,inline,inline,348.096875,436.26296875,1000,7680000,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_4,R_0_0,inline,inline,186.47999999999996,307.69199999999995,888,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_5,R_0_0,inline,inline,331.3882249999999,415.3223462499999,952,7311360,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_5,R_0_0,inline,inline,212.51999999999995,350.6579999999999,1012,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_6,R_0_0,inline,inline,296.5785374999999,371.6960493749999,852,6543360,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_6,R_0_0,inline,inline,242.76,400.554,1156,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_7,R_0_0,inline,inline,341.1349375,427.53770937499996,980,7526400,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_7,R_0_0,inline,inline,225.11999999999995,371.4479999999999,1072,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_8,R_0_0,inline,inline,261.76884999999993,328.06975249999994,752,5775360,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_8,R_0_0,inline,inline,255.35999999999999,421.344,1216,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_9,R_0_0,inline,inline,399.6152125,500.8298881249999,1148,8816640,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_9,R_0_0,inline,inline,166.32,274.428,792,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_10,R_0_0,inline,inline,345.31209999999993,432.7728649999999,992,7618560,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_10,R_0_0,inline,inline,187.31999999999996,309.078,892,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_11,R_0_0,inline,inline,360.6283625,451.968435625,1036,7956480,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_11,R_0_0,inline,inline,253.67999999999998,418.572,1208,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_12,R_0_0,inline,inline,362.02075,453.7134875,1040,7987200,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_12,R_0_0,inline,inline,207.47999999999996,342.3419999999999,988,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_13,R_0_0,inline,inline,359.23597499999994,450.2233837499999,1032,7925760,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_13,R_0_0,inline,inline,209.16,345.11400000000003,996,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_14,R_0_0,inline,inline,254.80691249999995,319.344493125,732,5621760,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_14,R_0_0,inline,inline,225.11999999999995,371.4479999999999,1072,0,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_trade_15,R_0_0,inline,inline,366.1979124999999,458.9486431249999,1052,8079360,False,0.0,dynamic
WaferStateFlow,8,42.6400948548,O_manager,S_risk_15,R_0_0,inline,inline,212.51999999999995,350.6579999999999,1012,0,False,0.0,dynamic
WaferStateFlow,0,0.0,O_analyst_0,S_task,R_0_0,replicate,replicate,0.0,308.0,3200,0,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_0,S_market_context,R_0_0,replicate,replicate,0.0,308.0,3200,0,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_0,S_role_instruction,R_0_0,replicate,replicate,0.0,308.0,3200,0,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_0,S_market_signal_0,R_0_0,inline,inline,0.0,171.32500000000002,1780,13670400,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_1,S_task,R_0_31,replicate,replicate,308.0,508.20000000000005,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_1,S_market_context,R_0_31,replicate,replicate,308.0,508.20000000000005,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_1,S_role_instruction,R_0_31,replicate,replicate,308.0,508.20000000000005,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_1,S_market_signal_1,R_0_31,inline,inline,0.0,157.465,1636,13820928,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_10,S_task,R_31_0,replicate,replicate,508.20000000000005,638.33,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_10,S_market_context,R_31_0,replicate,replicate,508.20000000000005,638.33,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_10,S_role_instruction,R_31_0,replicate,replicate,508.20000000000005,638.33,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_10,S_market_signal_10,R_31_0,inline,inline,0.0,177.10000000000002,1840,13660160,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_11,S_task,R_31_31,replicate,replicate,638.33,722.9145000000001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_11,S_market_context,R_31_31,replicate,replicate,638.33,722.9145000000001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_11,S_role_instruction,R_31_31,replicate,replicate,638.33,722.9145000000001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_11,S_market_signal_11,R_31_31,inline,inline,0.0,139.755,1452,11894784,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_12,S_task,R_16_16,replicate,replicate,722.9145000000001,777.8944250000001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_12,S_market_context,R_16_16,replicate,replicate,722.9145000000001,777.8944250000001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_12,S_role_instruction,R_16_16,replicate,replicate,722.9145000000001,777.8944250000001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_12,S_market_signal_12,R_16_16,inline,inline,0.0,157.07999999999998,1632,835584,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_13,S_task,R_0_16,replicate,replicate,777.8944250000001,813.6313762500001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_13,S_market_context,R_0_16,replicate,replicate,777.8944250000001,813.6313762500001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_13,S_role_instruction,R_0_16,replicate,replicate,777.8944250000001,813.6313762500001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_13,S_market_signal_13,R_0_16,inline,inline,0.0,149.76500000000001,1556,7170048,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_14,S_task,R_16_0,replicate,replicate,813.6313762500001,836.8603945625001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_14,S_market_context,R_16_0,replicate,replicate,813.6313762500001,836.8603945625001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_14,S_role_instruction,R_16_0,replicate,replicate,813.6313762500001,836.8603945625001,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_14,S_market_signal_14,R_16_0,inline,inline,0.0,165.165,1716,6150144,False,0.25,static
WaferStateFlow,0,0.0,O_analyst_15,S_task,R_31_16,replicate,replicate,836.8603945625001,851.9592564656251,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_15,S_market_context,R_31_16,replicate,replicate,836.8603945625001,851.9592564656251,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_15,S_role_instruction,R_31_16,replicate,replicate,836.8603945625001,851.9592564656251,0,0,True,0.25,static
WaferStateFlow,0,0.0,O_analyst_15,S_market_signal_15,R_31_16,inline,inline,0.0,162.47,1688,7346176,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_2,S_task,R_0_0,replicate,replicate,851.9592564656251,861.7735167026564,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_2,S_market_context,R_0_0,replicate,replicate,851.9592564656251,861.7735167026564,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_2,S_role_instruction,R_0_0,replicate,replicate,851.9592564656251,861.7735167026564,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_2,S_market_signal_2,R_0_0,inline,inline,0.0,168.63,1752,13455360,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_3,S_task,R_0_31,replicate,replicate,861.7735167026564,868.1527858567266,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_3,S_market_context,R_0_31,replicate,replicate,861.7735167026564,868.1527858567266,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_3,S_role_instruction,R_0_31,replicate,replicate,861.7735167026564,868.1527858567266,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_3,S_market_signal_3,R_0_31,inline,inline,0.0,164.01,1704,14395392,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_4,S_task,R_31_0,replicate,replicate,868.1527858567266,872.2993108068723,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_4,S_market_context,R_31_0,replicate,replicate,868.1527858567266,872.2993108068723,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_4,S_role_instruction,R_31_0,replicate,replicate,868.1527858567266,872.2993108068723,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_4,S_market_signal_4,R_31_0,inline,inline,0.0,150.15,1560,11581440,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_5,S_task,R_31_31,replicate,replicate,872.2993108068723,874.994552024467,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_5,S_market_context,R_31_31,replicate,replicate,872.2993108068723,874.994552024467,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_5,S_role_instruction,R_31_31,replicate,replicate,872.2993108068723,874.994552024467,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_5,S_market_signal_5,R_31_31,inline,inline,0.0,187.10999999999999,1944,15925248,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_6,S_task,R_16_16,replicate,replicate,874.994552024467,876.7464588159036,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_6,S_market_context,R_16_16,replicate,replicate,874.994552024467,876.7464588159036,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_6,S_role_instruction,R_16_16,replicate,replicate,874.994552024467,876.7464588159036,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_6,S_market_signal_6,R_16_16,inline,inline,0.0,110.88,1152,589824,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_7,S_task,R_0_16,replicate,replicate,876.7464588159036,877.8851982303373,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_7,S_market_context,R_0_16,replicate,replicate,876.7464588159036,877.8851982303373,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_7,S_role_instruction,R_0_16,replicate,replicate,876.7464588159036,877.8851982303373,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_7,S_market_signal_7,R_0_16,inline,inline,0.0,148.22500000000002,1540,7096320,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_8,S_task,R_16_0,replicate,replicate,877.8851982303373,878.6253788497193,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_8,S_market_context,R_16_0,replicate,replicate,877.8851982303373,878.6253788497193,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_8,S_role_instruction,R_16_0,replicate,replicate,877.8851982303373,878.6253788497193,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_8,S_market_signal_8,R_16_0,inline,inline,0.0,133.21,1384,4960256,False,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_9,S_task,R_31_16,replicate,replicate,878.6253788497193,879.1064962523176,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_9,S_market_context,R_31_16,replicate,replicate,878.6253788497193,879.1064962523176,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_9,S_role_instruction,R_31_16,replicate,replicate,878.6253788497193,879.1064962523176,0,0,True,0.25,static
WaferStateFlow,1,5.770012224079999,O_analyst_9,S_market_signal_9,R_31_16,inline,inline,0.0,128.97500000000002,1340,5831680,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_0,S_task,R_0_0,replicate,replicate,879.1064962523176,851.4192225640064,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_0,S_market_context,R_0_0,replicate,replicate,879.1064962523176,851.4192225640064,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_0,S_tool_schema,R_0_0,replicate,replicate,0.0,280.0,3200,0,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_0,S_market_signal_0,R_0_0,inline,inline,171.32500000000002,267.11125000000004,1780,13670400,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_1,S_task,R_0_31,replicate,replicate,851.4192225640064,833.4224946666042,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_1,S_market_context,R_0_31,replicate,replicate,851.4192225640064,833.4224946666042,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_1,S_tool_schema,R_0_31,replicate,replicate,280.0,462.0,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_1,S_market_signal_1,R_0_31,inline,inline,157.465,245.50225,1636,13820928,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_10,S_task,R_31_0,replicate,replicate,833.4224946666042,821.7246215332927,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_10,S_market_context,R_31_0,replicate,replicate,833.4224946666042,821.7246215332927,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_10,S_tool_schema,R_31_0,replicate,replicate,462.0,580.3,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_10,S_market_signal_10,R_31_0,inline,inline,177.10000000000002,276.115,1840,13660160,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_11,S_task,R_31_31,replicate,replicate,821.7246215332927,814.1210039966403,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_11,S_market_context,R_31_31,replicate,replicate,821.7246215332927,814.1210039966403,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_11,S_tool_schema,R_31_31,replicate,replicate,580.3,657.1949999999999,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_11,S_market_signal_11,R_31_31,inline,inline,139.755,217.89075,1452,11894784,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_12,S_task,R_16_16,replicate,replicate,814.1210039966403,809.1786525978163,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_12,S_market_context,R_16_16,replicate,replicate,814.1210039966403,809.1786525978163,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_12,S_tool_schema,R_16_16,replicate,replicate,657.1949999999999,707.17675,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_12,S_market_signal_12,R_16_16,inline,inline,157.07999999999998,244.902,1632,835584,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_13,S_task,R_0_16,replicate,replicate,809.1786525978163,805.9661241885806,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_13,S_market_context,R_0_16,replicate,replicate,809.1786525978163,805.9661241885806,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_13,S_tool_schema,R_0_16,replicate,replicate,707.17675,739.6648875000001,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_13,S_market_signal_13,R_0_16,inline,inline,149.76500000000001,233.49725,1556,7170048,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_14,S_task,R_16_0,replicate,replicate,805.9661241885806,803.8779807225774,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_14,S_market_context,R_16_0,replicate,replicate,805.9661241885806,803.8779807225774,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_14,S_tool_schema,R_16_0,replicate,replicate,739.6648875000001,760.782176875,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_14,S_market_signal_14,R_16_0,inline,inline,165.165,257.50725,1716,6150144,False,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_15,S_task,R_31_16,replicate,replicate,803.8779807225774,802.5206874696753,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_15,S_market_context,R_31_16,replicate,replicate,803.8779807225774,802.5206874696753,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_15,S_tool_schema,R_31_16,replicate,replicate,760.782176875,774.50841496875,0,0,True,0.25,static
WaferStateFlow,2,11.592024392479999,O_researcher_15,S_market_signal_15,R_31_16,inline,inline,162.47,253.3055,1688,7346176,False,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_2,S_task,R_0_0,replicate,replicate,802.5206874696753,801.638446855289,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_2,S_market_context,R_0_0,replicate,replicate,802.5206874696753,801.638446855289,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_2,S_tool_schema,R_0_0,replicate,replicate,774.50841496875,783.4304697296875,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_2,S_market_signal_2,R_0_0,inline,inline,168.63,262.9095,1752,13455360,False,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_3,S_task,R_0_31,replicate,replicate,801.638446855289,801.0649904559378,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_3,S_market_context,R_0_31,replicate,replicate,801.638446855289,801.0649904559378,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_3,S_tool_schema,R_0_31,replicate,replicate,783.4304697296875,789.2298053242969,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_3,S_market_signal_3,R_0_31,inline,inline,164.01,255.7065,1704,14395392,False,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_4,S_task,R_31_0,replicate,replicate,801.0649904559378,800.6922437963597,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_4,S_market_context,R_31_0,replicate,replicate,801.0649904559378,800.6922437963597,0,0,True,0.25,static
WaferStateFlow,3,17.362036616559998,O_researcher_4,S_tool_schema,R_31_0,replicate,replicate,789.2298053242969,792.999373460793,0,0,True,0.25,static
