baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,reuse_group_size,shared_prefix_tokens,decode_tokens,cross_job_prefix_hit_rate_observed
waferagent_latency_safe,2.0,100,0.053854772792278245,8396.174497407348,1825121.9707236665,1850540.118997478,1853901.7642929195,11.052021942618012,11.052021942618012,11.052021942618012,0.04030731505519663,0.040307315055198356,0.040307315055198356,5319200.034914062,5804358.013642703,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.77359999981,101667049989654.0,1546203955200.0,3798699343872.0,146.89653646200895,452.9613694176078,0.1077260822057724,166.4172038435936,411.8360821157694,1188.686846755445,11.88686846755445,6.641018112923896e-06,1,2048,128,0.0
apc_like,4.0,100,0.29962471096255944,46712.69093790687,308607.7882593074,308607.7882593075,308607.7882593075,30352.19617593955,43151.878346674406,44682.45254072194,0.04031502956097366,0.0403150295609749,0.040315029560975775,1286935.6465869308,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999814,0.0,1546203955200.0,2093822771200.0,145.99835500121117,446.765860542655,0.10317936539649963,2.517387270927429,313.4530307725072,1153.1287785619497,11.531287785619497,3.736551125511564e-05,1,2048,128,0.0
pat_like_traffic_only,4.0,100,0.2996209404613767,46712.103101690474,308611.9882593074,308611.98825930746,308611.9882593075,30352.396175939546,43152.0783466744,44682.65254072194,0.04031502956097366,0.0403150295609749,0.040315029560975775,1286917.8163303533,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999814,0.0,1546203955200.0,2093822771200.0,146.53450436890125,443.1865168735385,0.10740943253040314,186.83951906859875,507.5240256264806,1265.3457233682275,12.653457233682275,4.1001185031899554e-05,1,2048,128,0.0
waferagent_latency_safe,4.0,100,0.054667495881691584,8522.881277939245,1815215.430109521,1826824.387725574,1828364.6852151547,11.052021942618012,11.052021942618012,11.052021942618012,0.04030731505519792,0.040307315055198356,0.040307315055198356,5156487.6886292435,5997908.15111449,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.7735999998,101667049989654.0,1546203955200.0,3798699343872.0,146.73961512744427,550.7768206298351,0.11474359780550003,91.10518451780081,336.64548117667437,1212.3149735853076,12.123149735853076,6.717900289029159e-06,1,2048,128,0.0
apc_like,8.0,100,0.31135255312146465,48541.108441848824,308607.7882593074,308607.7882593075,308607.7882593075,31079.57713994896,44022.57403723784,47261.5004725726,0.04031502956097156,0.04031502956097576,0.040315029560975775,1287479.8990805913,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,145.34071553498507,449.18820448219776,0.09585730731487274,2.496803179383278,399.89572763442993,1157.9910069704056,11.579910069704056,3.7523064907143706e-05,1,2048,128,0.0
pat_like_traffic_only,8.0,100,0.31134848167738804,48540.473687431506,308611.9882593074,308611.98825930746,308611.9882593075,31079.777139948957,43952.63041643857,47261.7004725726,0.04031502956097156,0.04031502956097576,0.040315029560975775,1287473.9411741556,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,145.19893191754818,442.4144756048918,0.10589510202407837,190.46467076987028,514.069801196456,1271.8523731455207,12.718523731455207,4.1212020969090225e-05,1,2048,128,0.0
waferagent_latency_safe,8.0,100,0.054669805857129224,8523.241412349875,1822126.285279427,1827946.8617346,1828717.0088584828,11.052021942618012,11.052021942618012,11.052021942618012,0.04030731505518681,0.04030731505519792,0.04030731505519792,5910964.873698707,5991736.858823206,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.77359999977,101667049989654.0,1546203955200.0,3798699343872.0,146.9114413484931,546.3585341349244,0.11178292334079742,93.06039195507765,338.7235989794135,1208.6438722908497,12.086438722908497,6.649647360194301e-06,1,2048,128,0.0
apc_like,16.0,100,0.31756763308539315,49510.06426854514,308607.78825930745,308607.7882593075,308607.7882593075,33183.234743675304,47232.584287295074,47381.84434718958,0.040315029560972424,0.04031502956097577,0.040315029560975775,1290895.5592369013,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,145.6044688820839,447.6445633918047,0.09934511035680771,2.510402351617813,397.29547407478094,1153.8490373641253,11.538490373641253,3.738885022547144e-05,1,2048,128,0.0
pat_like_traffic_only,16.0,100,0.3175633974754205,49509.403920007964,308611.98825930746,308611.9882593075,308611.9882593075,33183.43474367531,47232.78428729507,47382.04434718958,0.040315029560972424,0.040315029560975775,0.040315029560975775,1290894.6162751757,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,147.65007607638836,444.05472930520773,0.1102471724152565,194.5323497056961,521.8427749350667,1283.9998612180352,12.839998612180352,4.160563782568193e-05,1,2048,128,0.0
waferagent_latency_safe,16.0,100,0.05467123683681229,8523.464507806384,1825506.180289743,1828491.5532227904,1828843.8415588476,11.052021942617671,11.052021942618012,11.052021942618012,0.040307315055187254,0.040307315055197704,0.040307315055197704,6259975.61518623,6290211.094428166,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.77359999975,101667049989654.0,1546203955200.0,3798699343872.0,148.5908618196845,549.9762017279863,0.14962442219257355,93.28622836619616,338.0162650719285,1215.2312882244587,12.152312882244587,6.690393308070901e-06,1,2048,128,0.0
apc_like,2.0,100,0.2786338814420414,43440.13665234002,308607.7882593074,308607.78825930745,308607.7882593075,29415.44281148306,47150.170586929744,50522.194530938774,0.040315029560974144,0.04031502956097491,0.04031502956097577,1291062.837676878,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999862,0.0,1546203955200.0,2093822771200.0,145.498339086771,446.80846482515335,0.09795837104320526,2.6014419272542,390.9384133294225,1144.918597303331,11.449185973033309,3.709947191421216e-05,1,2048,512,0.0
pat_like_traffic_only,2.0,100,0.278630620732925,43439.62829474593,308611.9882593074,308611.98825930746,308611.9882593075,29415.642811483063,47152.37058692974,50522.39453093877,0.040315029560974144,0.04031502956097491,0.040315029560975775,1291064.6198486115,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999862,0.0,1546203955200.0,2093822771200.0,145.54270450025797,444.7237364947796,0.1040259376168251,183.56752581894398,592.554172500968,1354.75370939821,13.5475370939821,4.3898285255849966e-05,1,2048,512,0.0
waferagent_latency_safe,2.0,100,0.053854772792278245,8396.174497407348,1825121.9707236665,1850540.118997478,1853901.7642929195,11.052021942618012,11.052021942618012,11.052021942618012,0.04030731505519663,0.040307315055198356,0.040307315055198356,5319200.034914062,5804358.013642703,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.77359999981,101667049989654.0,1546203955200.0,3798699343872.0,147.8738645091653,455.0866689532995,0.11077336966991425,89.30649980902672,334.1437242925167,1112.7117089927197,11.127117089927197,6.216556222568722e-06,1,2048,512,0.0
apc_like,4.0,100,0.29962471096255944,46712.69093790687,308607.7882593074,308607.7882593075,308607.7882593075,30352.19617593955,43151.878346674406,44682.45254072194,0.04031502956097366,0.0403150295609749,0.040315029560975775,1286935.6465869308,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999814,0.0,1546203955200.0,2093822771200.0,226.0212041437626,447.4131194874644,0.11148396879434586,2.4989908561110497,311.80651020258665,1146.075228229165,11.46075228229165,3.713695090760886e-05,1,2048,512,0.0
pat_like_traffic_only,4.0,100,0.2996209404613767,46712.103101690474,308611.9882593074,308611.98825930746,308611.9882593075,30352.396175939546,43152.0783466744,44682.65254072194,0.04031502956097366,0.0403150295609749,0.040315029560975775,1286917.8163303533,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999814,0.0,1546203955200.0,2093822771200.0,145.00469155609608,444.65518184006214,0.10461919009685516,189.5462404936552,590.9282052889466,1352.070684544742,13.520706845447421,4.381134680382804e-05,1,2048,512,0.0
waferagent_latency_safe,4.0,100,0.054667495881691584,8522.881277939245,1815215.430109521,1826824.387725574,1828364.6852151547,11.052021942618012,11.052021942618012,11.052021942618012,0.04030731505519792,0.040307315055198356,0.040307315055198356,5156487.6886292435,5997908.15111449,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.7735999998,101667049989654.0,1546203955200.0,3798699343872.0,147.67527859658003,454.67353891581297,0.11194776743650436,90.77104087918997,335.28819028288126,1114.217571914196,11.14217571914196,6.174305119953243e-06,1,2048,512,0.0
apc_like,8.0,100,0.31135255312146465,48541.108441848824,308607.7882593074,308607.7882593075,308607.7882593075,31079.57713994896,44022.57403723784,47261.5004725726,0.04031502956097156,0.04031502956097576,0.040315029560975775,1287479.8990805913,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,145.95503453165293,516.4089081808925,0.10784156620502472,2.520923502743244,311.34559493511915,1219.9473697692156,12.199473697692156,3.953067343667152e-05,1,2048,512,0.0
pat_like_traffic_only,8.0,100,0.31134848167738804,48540.473687431506,308611.9882593074,308611.98825930746,308611.9882593075,31079.777139948957,43952.63041643857,47261.7004725726,0.04031502956097156,0.04031502956097576,0.040315029560975775,1287473.9411741556,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,145.19325643777847,442.6548546180129,0.10568369179964066,192.04100128263235,511.19982451200485,1268.903585150838,12.689035851508379,4.111647095461038e-05,1,2048,512,0.0
waferagent_latency_safe,8.0,100,0.054669805857129224,8523.241412349875,1822126.285279427,1827946.8617346,1828717.0088584828,11.052021942618012,11.052021942618012,11.052021942618012,0.04030731505518681,0.04030731505519792,0.04030731505519792,5910964.873698707,5991736.858823206,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.77359999977,101667049989654.0,1546203955200.0,3798699343872.0,148.25513027608395,549.7017549350858,0.10998733341693878,93.6943693086505,342.4547743052244,1223.359901458025,12.23359901458025,6.730611163302469e-06,1,2048,512,0.0
apc_like,16.0,100,0.31756763308539315,49510.06426854514,308607.78825930745,308607.7882593075,308607.7882593075,33183.234743675304,47232.584287295074,47381.84434718958,0.040315029560972424,0.04031502956097577,0.040315029560975775,1290895.5592369013,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,146.1365194991231,447.2291665151715,0.0994829460978508,2.4708621203899384,393.63647624850273,1149.2100218310952,11.492100218310952,3.723852947176668e-05,1,2048,512,0.0
pat_like_traffic_only,16.0,100,0.3175633974754205,49509.403920007964,308611.98825930746,308611.9882593075,308611.9882593075,33183.43474367531,47232.78428729507,47382.04434718958,0.040315029560972424,0.040315029560975775,0.040315029560975775,1290894.6162751757,0.0,0.0,0.0,0.0,0.0,1460299366400.0,6076664371609600.0,1.8872218851326041,3604400.0,11141200.0,1.7494966271999999,1215.33287432192,0.07731019776,1.67505821696,12.188347393638399,758672418406400.0,758672418406400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,14514439.323648,0.0,cohort_stage,latency_p50_ms,758672418406400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70411.77359999818,0.0,1546203955200.0,2093822771200.0,145.4849187284708,442.77408719062805,0.10836590081453323,194.14198771119118,515.2194444090128,1272.2320761531591,12.722320761531591,4.122432454192873e-05,1,2048,512,0.0
waferagent_latency_safe,16.0,100,0.05467123683681229,8523.464507806384,1825506.180289743,1828491.5532227904,1828843.8415588476,11.052021942617671,11.052021942618012,11.052021942618012,0.040307315055187254,0.040307315055197704,0.040307315055197704,6259975.61518623,6290211.094428166,0.0,0.0,0.0,0.0,2661166874624.0,321606614540288.0,1.4072811778876626,3604400.0,11141200.0,1.7494966271999999,64.3213229080576,5.1606626972427,3.0389594750976,0.742704417075979,683527207544342.0,758672418406400.0,0.09904829678651206,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,683527207544342.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70411.77359999975,101667049989654.0,1546203955200.0,3798699343872.0,146.81349974125624,546.4597819373012,0.10589323937892914,92.67903491854668,336.7148470133543,1211.7630941793323,12.117630941793323,6.671299344267099e-06,1,2048,512,0.0
apc_like,2.0,100,0.2309895332124093,38022.72508302827,382633.938474082,382633.9384740824,382633.93847408245,38916.91571062422,54608.35602553281,56868.323444593865,0.040315138046532244,0.04031513804653569,0.04031513804653569,1604905.564124369,0.0,0.0,0.0,0.0,0.0,1819056537600.0,7566109432217600.0,1.8899288747498981,1737700.0,13878300.0,1.01548032,1513.22188644352,0.096321536,2.26624536576,15.1659993366528,945909504409600.0,945909504409600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,18141941.858304,0.0,cohort_stage,latency_p50_ms,945909504409600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84959.79606799848,0.0,1926430720000.0,2832806707200.0,144.5255307480693,445.46172861009836,0.10103359818458557,2.5105727836489677,390.66306874156,1142.2494081780314,11.422494081780314,2.985227637499287e-05,1,8192,32,0.0
pat_like_traffic_only,2.0,100,0.2309872922752428,38022.35620684317,382638.138474082,382638.1384740824,382638.13847408246,38917.11571062422,54608.55602553281,56868.52344459386,0.040315138046532244,0.04031513804653569,0.04031513804653569,1604896.8919206227,0.0,0.0,0.0,0.0,0.0,1819056537600.0,7566109432217600.0,1.8899288747498981,1737700.0,13878300.0,1.01548032,1513.22188644352,0.096321536,2.26624536576,15.1659993366528,945909504409600.0,945909504409600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,18141941.858304,0.0,cohort_stage,latency_p50_ms,945909504409600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84959.79606799848,0.0,1926430720000.0,2832806707200.0,146.52137458324432,442.88753904402256,0.11128652840852737,187.73558549582958,601.3828488066792,1365.9236747771502,13.659236747771502,3.5697530837472185e-05,1,8192,32,0.0
waferagent_latency_safe,2.0,100,0.0433486397974222,7135.532899774073,2276262.9585103905,2300570.396801294,2303932.0452292166,12.57296115698773,12.57296115698955,12.57296115698955,0.04030744049293241,0.04030744049296359,0.040307440493015954,6511277.815379387,7425203.778990728,0.0,0.0,0.0,0.0,3313843044352.0,401093405466624.0,1.4082855986361087,1737700.0,13878300.0,1.01548032,80.21868109332479,6.45012435500855,4.1004170215424,0.9178470278987574,851983723606795.0,945909504409600.0,0.09929679357797538,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,31.39459294080734,0.0,cohort_stage,latency_p50_ms,851983723606795.0,201.0,2.0,201.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,84959.79606799771,127076056380171.0,1926430720000.0,5125521276928.0,146.4018626138568,453.18377390503883,0.10628532618284225,90.02757724374533,339.48368951678276,1118.5900932177901,11.185900932177901,4.9772114230866e-06,1,8192,32,0.0
apc_like,4.0,100,0.2452320791889066,40367.16209112754,382633.9384740819,382633.9384740824,382633.93847408245,37667.91346601924,53970.97254088841,55531.59380249136,0.040315138046532244,0.04031513804653569,0.04031513804653569,1602035.4022470273,0.0,0.0,0.0,0.0,0.0,1819056537600.0,7566109432217600.0,1.8899288747498981,1737700.0,13878300.0,1.01548032,1513.22188644352,0.096321536,2.26624536576,15.1659993366528,945909504409600.0,945909504409600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,18141941.858304,0.0,cohort_stage,latency_p50_ms,945909504409600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84959.79606799877,0.0,1926430720000.0,2832806707200.0,146.19776885956526,444.06982883810997,0.09974557906389236,2.5219321250915527,389.3225295469165,1140.3462113812566,11.403462113812566,2.980253701302292e-05,1,8192,32,0.0
